drug,sideEffect
DB00715,Myocardial_infarction
DB00715,Myocardial_ischemia
DB00715,Myoclonus
DB00715,Myopathy
DB00715,Myositis
DB00715,Nausea
DB00715,Neck_pain
DB00715,Neck_stiffness
DB00715,Nephritis
DB00715,Nephrolithiasis
DB00715,Nervous_system_disorder
DB00715,Nervousness
DB00715,Neuralgia
DB00715,Neuritis
DB00715,Neuroleptic_malignant_syndrome
DB00715,Neuropathy
DB00715,Neurotic_disorders
DB00715,Nightmares
DB00715,Nocturia
DB00715,Nodal_rhythm_disorder
DB00715,Non-infectious_cystitis
DB00715,Normocytic_anemia
DB00715,Normocytic_normochromic_anemia
DB00715,Nuchal_rigidity
DB00715,Nyctalopia
DB00715,Nystagmus
DB00715,Obesity
DB00715,Oculogyric_crisis
DB00715,Oliguria
DB00715,Optic_neuritis
DB00715,Oral_paresthesia
DB00715,Oral_ulcer
DB00715,Osteoporosis
DB00715,Otitis_externa
DB00715,Otitis_media
DB00715,Ovarian_cysts
DB00715,Pain
DB00715,Pain_in_testicle
DB00715,Pallor
DB00715,Palpitations
DB00715,Pancreatitis
DB00715,Pancytopenia
DB00715,Panic_attacks
DB00715,Paralysed
DB00715,Paranoia
DB00715,Paranoid_reaction
DB00715,Paresthesia
DB00715,Pelvic_pain
DB00715,Peptic_ulcer
DB00715,Peripheral_edema
DB00715,Peripheral_neuropathy
DB00715,Peritonitis
DB00715,Pharyngitis
DB00715,Phlebitis
DB00715,Photophobia
DB00715,Photosensitivity_of_skin
DB00715,Physical_addiction
DB00715,Pneumonia
DB00715,Poisoning_by_sympathomimetic_drug
DB00715,Polyuria
DB00715,Premature_birth
DB00715,Premature_cardiac_complex
DB00715,Premature_ventricular_contractions
DB00715,Priapism
DB00715,Prolonged_bleeding_time
DB00715,Prolonged_qt_interval
DB00715,Prostatitis
DB00715,Pruritus
DB00715,Psychotic_disorders
DB00715,Puerperal_disorders
DB00715,Pulmonary_edema
DB00715,Pulmonary_embolism
DB00715,Pulmonary_emphysema
DB00715,Pulmonary_fibrosis
DB00715,Pulmonary_hypertension
DB00715,Purpura
DB00715,Pustular_rash
DB00715,Pyuria
DB00715,Rectal_diseases
DB00715,Rectal_hemorrhage
DB00715,Renal_insufficiency
DB00715,Renal_pain
DB00715,Reproductive_system_disorder
DB00715,Restless_legs_syndrome
DB00715,Retinal_hemorrhage
DB00715,Retrosternal_pain
DB00715,Rhinitis
DB00715,Salpingitis
DB00715,Scotoma
DB00715,Seborrheic_dermatitis
DB00715,Seizures
DB00715,Sense_of_smell_altered
DB00715,Sensory_discomfort
DB00715,Sepsis
DB00715,Serotonin_syndrome
DB00715,Severe_major_depression_with_psychotic_features
DB00715,Sexual_dysfunction
DB00715,Shivering
DB00715,Shock
DB00715,Shock_from_electric_current
DB00715,Sialadenitis
DB00715,Sialorrhea
DB00715,Sinus_tachycardia
DB00715,Sinusitis
DB00715,Skin_and_subcutaneous_tissue_disorders
DB00715,Skin_hypertrophy
DB00715,Skin_ulcer
DB00715,Sleep_disorders
DB00715,Sleep_disturbances
DB00715,Sleeplessness
DB00715,Somnolence
DB00715,Spasm
DB00715,Status_epilepticus
DB00715,Stevens-johnson_syndrome
DB00715,Stomatitis
DB00715,Stridor
DB00715,Stupor
DB00715,Substance_withdrawal_syndrome
DB00715,Supraventricular_arrhythmia
DB00715,Supraventricular_tachycardia
DB00715,Sweat_gland_diseases
DB00715,Sweating
DB00715,Syncope
DB00715,Tachycardia
DB00715,Tachycardia%2C_ventricular
DB00715,Tendinitis
DB00715,Tenosynovitis
DB00715,Tension
DB00715,Tetany
DB00715,Thirst
DB00715,Thrombocytopenia
DB00715,Thrombocytosis
DB00715,Thrombophlebitis
DB00715,Thrombosis
DB00715,Thyroiditis
DB00715,Tinnitus
DB00715,Tolerance_development
DB00715,Tongue_discolouration
DB00715,Tongue_diseases
DB00715,Tonic-clonic_epilepsy
DB00715,Tooth_abnormalities
DB00715,Tooth_diseases
DB00715,Toothache
DB00715,Torsades_de_pointes
DB00715,Torticollis
DB00715,Toxic_epidermal_necrolysis
DB00715,Toxicity_to_various_agents
DB00715,Transaminases_increased
DB00715,Traumatic_fracture
DB00715,Traumatic_injury
DB00715,Tremor
DB00715,Trismus
DB00715,Ulcer
DB00715,Ulcerative_stomatitis
DB00715,Unable_to_concentrate
DB00715,Unconscious_state
DB00715,Unspecified_abortion
DB00715,Urethritis
DB00715,Urethritis_noninfective
DB00715,Urgency_of_micturition
DB00715,Urinary_incontinence
DB00715,Urinary_retention
DB00715,Urinary_tract_infection
DB00715,Urine_output_increased
DB00715,Urine_screening_abnormal
DB00715,Urticaria
DB00715,Uterine_fibroids
DB00715,Uterine_fibroids_enlarged
DB00715,Uterine_neoplasms
DB00715,Uterine_spasm
DB00715,Vaginal_discharge
DB00715,Vaginal_hemorrhage
DB00715,Vaginitis
DB00715,Varicosity
DB00715,Vascular_diseases
DB00715,Vascular_headaches
DB00715,Vascular_purpura
DB00715,Vasodilation
DB00715,Vasodilation_procedure
DB00715,Ventricular_fibrillation
DB00715,Vertigo
DB00715,Vesiculobullous_rash
DB00715,Visual_disturbance
DB00715,Visual_impairment
DB00715,Vomiting
DB00715,Vulvovaginal_mycotic_infection
DB00715,Weight_decreased
DB00715,Weight_gain
DB00715,White_blood_cell_abnormality
DB00715,Wounds_and_injuries
DB00715,Xerostomia
DB00715,Yawning
DB00716,Headache
DB00716,Conjunctivitis
DB00720,Diarrhea
DB00720,Hypocalcemia
DB00722,Abdominal_pain
DB00722,Acute_coronary_syndrome
DB00722,Acute_myocardial_infarction
DB00722,Agranulocytosis
DB00722,Alopecia
DB00722,Anasarca
DB00722,Anemia
DB00722,Anemia%2C_hemolytic
DB00722,Angina_pectoris
DB00722,Angioedema
DB00722,Anorexia
DB00722,Anti-nuclear_factor_positive
DB00722,Anuria
DB00722,Arthralgia
DB00722,Arthritis
DB00722,Asthenia
DB00722,Atrial_fibrillation
DB00722,Atrial_fibrillation_and_flutter
DB00722,Atrial_flutter
DB00722,Azotemia
DB00722,Back_pain
DB00722,Blood_and_lymphatic_system_disorders
DB00722,Blood_creatinine_increased
DB00722,Blood_urea_increased
DB00722,Blurred_vision
DB00722,Body_fluid_retention
DB00722,Bone_marrow_depression
DB00722,Breast_diseases
DB00722,Bronchospasm
DB00722,Cardiac_arrest
DB00722,Cerebrovascular_accident
DB00722,Chest_pain
DB00722,Common_cold
DB00722,Communicable_diseases
DB00722,Complete_atrioventricular_block
DB00722,Confusion
DB00722,Constipation
DB00722,Coughing
DB00722,Creatinine_increased
DB00722,Decrease_in_appetite
DB00722,Decreased_libido
DB00722,Depressive_symptoms
DB00722,Dermatitis
DB00722,Dermatitis%2C_phototoxic
DB00722,Dermatologic_disorders
DB00722,Diabetes_mellitus
DB00722,Diabetic
DB00722,Diarrhea
DB00722,Disturbance_in_sexual_arousal
DB00722,Dizziness
DB00722,Drug_interactions
DB00722,Dysgeusia
DB00722,Dyspepsia
DB00722,Dyspnea
DB00722,Edema
DB00722,Erectile_dysfunction
DB00722,Erythema_multiforme
DB00722,Esr_raised
DB00722,Exanthema
DB00722,Fatigue
DB00722,Feeling_abnormal
DB00722,Fever
DB00722,Fibrillation
DB00722,Flatulence
DB00722,Flushing
DB00722,Gastrointestinal_diseases
DB00722,Gastrointestinal_pain
DB00722,Gout
DB00722,Hallucinations
DB00722,Headache
DB00722,Hepatitis
DB00722,Hepatobiliary_disease
DB00722,Hyperhidrosis_disorder
DB00722,Hyperkalemia
DB00722,Hypersensitivity
DB00722,Hypoglycemia
DB00722,Hyponatremia
DB00722,Hypotension
DB00722,Icterus
DB00722,Ill-defined_disease
DB00722,Increased_sweating
DB00722,Infarction
DB00722,Influenza
DB00722,Kidney_failure
DB00722,Kidney_failure%2C_acute
DB00722,Leukocytosis
DB00722,Leukopenia
DB00722,Liver_dysfunction
DB00722,Liver_failure
DB00722,Malaise
DB00722,Malnutrition
DB00722,Mediastinal_diseases
DB00722,Mental_depression
DB00722,Mental_disorders
DB00722,Muscle_cramp
DB00722,Musculoskeletal_discomfort
DB00722,Musculoskeletal_pain
DB00722,Myalgia
DB00722,Myocardial_infarction
DB00722,Nasal_congestion_%28finding%29
DB00722,Nasopharyngitis
DB00722,Nausea
DB00722,Neutropenia
DB00722,Nitrogen%2C_non-protein%2C_increased_level_result
DB00722,Oliguria
DB00722,Orthopnea
DB00722,Pain_in_limb
DB00722,Pain_in_lower_limb
DB00722,Palpitations
DB00722,Pancreatitis
DB00722,Pancytopenia
DB00722,Paresthesia
DB00722,Pemphigus
DB00722,Persistent_fetal_circulation_syndrome
DB00722,Photosensitivity_of_skin
DB00722,Postinfarction_angina
DB00722,Pruritus
DB00722,Psoriasis
DB00722,Renal_insufficiency
DB00722,Rhinitis
DB00722,Rupture_of_papillary_muscle
DB00722,Sensory_discomfort
DB00722,Serum_creatinine_raised
DB00722,Shock
DB00722,Shoulder_pain
DB00722,Sinusitis
DB00722,Skin_and_subcutaneous_tissue_disorders
DB00722,Sleep_disorders
DB00722,Sleep_disturbances
DB00722,Sleeplessness
DB00722,Somnolence
DB00722,Spasm
DB00722,Stevens-johnson_syndrome
DB00722,Sustained_ventricular_tachycardia
DB00722,Syncope
DB00722,Tachycardia
DB00722,Tachycardia%2C_ventricular
DB00722,Thrombocytopenia
DB00722,Toxic_epidermal_necrolysis
DB00722,Unconscious_state
DB00722,Upper_respiratory_infections
DB00722,Uremia
DB00722,Urethral_diseases
DB00722,Urologic_diseases
DB00722,Urticaria
DB00722,Vascular_diseases
DB00722,Vasculitis
DB00722,Ventricular_fibrillation
DB00722,Vertigo
DB00722,Vomiting
DB00722,Xerostomia
DB00724,Abdominal_pain
DB00724,Actinic_keratosis
DB00724,Acute_coronary_syndrome
DB00724,Agitation
DB00724,Allergy_aggravated
DB00724,Alopecia
DB00724,Angioedema
DB00724,Anorectal_discomfort
DB00724,Anorectal_diseases
DB00724,Anorexia
DB00724,Anxiety
DB00724,Application_site_burn
DB00724,Application_site_discharge
DB00724,Application_site_edema
DB00724,Application_site_erosion
DB00724,Application_site_erythema
DB00724,Application_site_haemorrhage
DB00724,Application_site_hyperaesthesia
DB00724,Application_site_inflammation
DB00724,Application_site_irritation
DB00724,Application_site_pain
DB00724,Application_site_papules
DB00724,Application_site_paraesthesia
DB00724,Application_site_pruritus
DB00724,Application_site_rash
DB00724,Application_site_reaction
DB00724,Application_site_scab
DB00724,Application_site_scar
DB00724,Application_site_skin_breakdown
DB00724,Application_site_swelling
DB00724,Application_site_ulcer
DB00724,Application_site_vesicles
DB00724,Application_site_warmth
DB00724,Arthralgia
DB00724,Asthenia
DB00724,Atrial_fibrillation
DB00724,Atrophic_vaginitis
DB00724,Atrophic_vulvovaginitis
DB00724,Back_pain
DB00724,Bacterial_infections
DB00724,Bacterial_vaginosis
DB00724,Bone_pain
DB00724,Broken_skin
DB00724,Candida_infection_of_genital_region
DB00724,Capillary_leak_syndrome
DB00724,Cardiac_arrhythmia
DB00724,Cardiomyopathies
DB00724,Cerebrovascular_accident
DB00724,Cheilitis
DB00724,Chest_pain
DB00724,Chills
DB00724,Cicatrix
DB00724,Cicatrix%2C_hypertrophic
DB00724,Communicable_diseases
DB00724,Completed_suicide
DB00724,Conjunctival_irritation
DB00724,Coughing
DB00724,Crying
DB00724,Decrease_in_appetite
DB00724,Dermatitis
DB00724,Dermatologic_disorders
DB00724,Diarrhea
DB00724,Dizziness
DB00724,Dyspareunia
DB00724,Dyspepsia
DB00724,Dyspnea
DB00724,Dysuria
DB00724,Eczema
DB00724,Edema
DB00724,Edema_of_eyelid
DB00724,Erectile_dysfunction
DB00724,Erythema
DB00724,Erythema_multiforme
DB00724,Exanthema
DB00724,Excoriation
DB00724,Exfoliative_dermatitis
DB00724,Facial_edema
DB00724,Fatigue
DB00724,Febrile_convulsions
DB00724,Feeling_abnormal
DB00724,Feels_hot
DB00724,Fever
DB00724,Flushing
DB00724,Folliculitis
DB00724,Gastrointestinal_pain
DB00724,Genital_pain
DB00724,Gout
DB00724,Has_tingling_sensation
DB00724,Headache
DB00724,Heart_failure
DB00724,Hemoglobin_measurement
DB00724,Hemorrhage
DB00724,Henoch-schoenlein_purpura
DB00724,Hepatic_lymphoma
DB00724,Herpes_simplex_infections
DB00724,Hyperesthesia
DB00724,Hyperhidrosis_disorder
DB00724,Hyperpigmentation
DB00724,Hypersensitivity
DB00724,Hypertensive_disease
DB00724,Hypopigmentation_disorder
DB00724,Idiopathic_thrombocytopenic_purpura
DB00724,Ill-defined_disease
DB00724,Increased_sweating
DB00724,Induration
DB00724,Infective_vaginitis
DB00724,Infestation
DB00724,Inflammation
DB00724,Influenza
DB00724,Influenza-like_illness
DB00724,Influenza-like_symptoms
DB00724,Instillation_site_pain
DB00724,Irritable_mood
DB00724,Ischemia
DB00724,Larynx_pain
DB00724,Lethargy
DB00724,Liver_dysfunction
DB00724,Lymphadenopathy
DB00724,Lymphoma
DB00724,Lymphoma%2C_non-hodgkin
DB00724,Malaise
DB00724,Malnutrition
DB00724,Mental_depression
DB00724,Migraine_disorders
DB00724,Multiple_sclerosis
DB00724,Musculoskeletal_discomfort
DB00724,Myalgia
DB00724,Mycoses
DB00724,Myocardial_infarction
DB00724,Nasal_congestion_%28finding%29
DB00724,Nausea
DB00724,Oral_herpes_simplex_infection
DB00724,Pain
DB00724,Pain_in_limb
DB00724,Pain_in_male_genitalia
DB00724,Palpitations
DB00724,Papule
DB00724,Parasite_infestation
DB00724,Paresis
DB00724,Paresthesia
DB00724,Penile_diseases
DB00724,Pharyngitis
DB00724,Pharyngolaryngeal_pain
DB00724,Physiologic_warmth
DB00724,Protein_urine_present
DB00724,Proteinuria
DB00724,Pruritus
DB00724,Pulmonary_edema
DB00724,Purpura
DB00724,Pustular_rash
DB00724,Pustule
DB00724,Rash_erythematous
DB00724,Rectal_diseases
DB00724,Rectal_pain
DB00724,Rectal_tenesmus
DB00724,Rhinitis
DB00724,Rigor_-_temperature-associated_observation
DB00724,Scab
DB00724,Seborrheic_keratosis
DB00724,Seizures
DB00724,Sensory_discomfort
DB00724,Shock
DB00724,Sinusitis
DB00724,Skin_ulcer
DB00724,Sleeplessness
DB00724,Somnolence
DB00724,Sore_to_touch
DB00724,Squamous_cell_carcinoma
DB00724,Stinging_sensation
DB00724,Suicide
DB00724,Supraventricular_tachycardia
DB00724,Swelling
DB00724,Syncope
DB00724,Tachycardia
DB00724,Thyroiditis
DB00724,Tinnitus
DB00724,Tooth_diseases
DB00724,Ulcer
DB00724,Unconscious_state
DB00724,Upper_respiratory_infections
DB00724,Urethral_diseases
DB00724,Urinary_retention
DB00724,Urinary_tract_infection
DB00724,Urologic_diseases
DB00724,Urticaria
DB00724,Uterovaginal_prolapse
DB00724,Vaginal_pain
DB00724,Vaginitis
DB00724,Virus_diseases
DB00724,Vomiting
DB00724,Vulvar_diseases
DB00724,Vulvitis
DB00724,Vulvovaginal_pain
DB00724,Weepiness
DB00724,Xerostomia
DB00724,Diarrhoea
DB00726,Vomiting
DB00727,Angina_pectoris
DB00727,Angina_pectoris_aggravated
DB00727,Application_site_erythema
DB00727,Contact_dermatitis
DB00727,Dermatitis%2C_atopic
DB00727,Dizziness
DB00727,Exfoliative_dermatitis
DB00727,Flushing
DB00727,Headache
DB00727,Hypersensitivity
DB00727,Hypotension
DB00727,Hypotension%2C_orthostatic
DB00727,Lightheadedness
DB00727,Nausea
DB00727,Pruritus
DB00727,Shock
DB00727,Syncope
DB00727,Tachycardia
DB00727,Unconscious_state
DB00727,Vomiting
DB00728,Anaphylactoid_reaction
DB00728,Anaphylaxis
DB00728,Hypersensitivity
DB00728,Hypertensive_disease
DB00728,Hypotension
DB00728,Shock
DB00731,Abdominal_pain
DB00731,Arthropathy
DB00731,Asthenia
DB00731,Back_pain
DB00731,Bronchitis
DB00731,Coughing
DB00731,Degenerative_polyarthritis
DB00731,Dermatitis
DB00731,Diarrhea
DB00731,Dizziness
DB00731,Dyspepsia
DB00731,Exanthema
DB00731,Fatigue
DB00731,Flu_symptoms
DB00731,Gastrointestinal_pain
DB00731,Hypersensitivity
DB00731,Hypoglycemia
DB00731,Influenza
DB00731,Nausea
DB00731,Pruritus
DB00731,Thirst
DB00731,Traumatic_injury
DB00731,Upper_respiratory_infections
DB00731,Urticaria
DB00731,Vomiting
DB00731,Wounds_and_injuries
DB00734,Abdomen_distended
DB00734,Abdominal_discomfort
DB00734,Abdominal_pain
DB00734,Abnormal_posture
DB00734,Abnormal_vision
DB00734,Abscess
DB00734,Acne
DB00734,Acute_coronary_syndrome
DB00734,Aggressive_behavior
DB00734,Aggressive_reaction
DB00734,Agitation
DB00734,Agranulocytosis
DB00734,Akathisia
DB00734,Alanine_aminotransferase_increased
DB00734,Alopecia
DB00734,Altered_state_of_consciousness
DB00734,Amenorrhea
DB00734,Amnesia
DB00734,Anaphylaxis
DB00734,Anejaculation
DB00734,Anemia
DB00734,Angina_pectoris
DB00734,Angioedema
DB00734,Anorexia
DB00734,Anxiety
DB00734,Apathy
DB00734,Aphasia
DB00734,Apnea
DB00734,Apraxias
DB00734,Arthralgia
DB00734,Arthritis
DB00734,Arthropathy
DB00734,Ascites
DB00734,Aspartate_aminotransferase_increased
DB00734,Asthenia
DB00734,Asthma
DB00734,Ataxia
DB00734,Atrial_fibrillation
DB00734,Atrial_premature_complexes
DB00734,Atrial_septal_defects
DB00734,Atrioventricular_block
DB00734,Automatism
DB00734,Back_pain
DB00734,Benign_neoplasm_of_pituitary_gland
DB00734,Bipolar_disorder
DB00734,Bipolar_i_disorder
DB00734,Bladder_pain
DB00734,Blepharitis
DB00734,Blood_and_lymphatic_system_disorders
DB00734,Blood_cholesterol_increased
DB00734,Blood_creatine_phosphokinase_increased
DB00734,Blood_iron_decreased
DB00734,Blood_prolactin_increased
DB00734,Blood_triglycerides_increased
DB00734,Blood_urate_raised
DB00734,Blurred_vision
DB00734,Bone_pain
DB00734,Bradycardia
DB00734,Bradykinesia
DB00734,Breast_diseases
DB00734,Breast_pain_female
DB00734,Bronchospasm
DB00734,Bullous_dermatitis
DB00734,Bullous_eruption
DB00734,Bundle-branch_block
DB00734,Bursitis
DB00734,C1_esterase_deficiency_acquired
DB00734,Cachexia
DB00734,Cardiac_arrest
DB00734,Cardiac_arrhythmia
DB00734,Cardiac_disease
DB00734,Cardiopulmonary_arrest
DB00734,Cardiovascular_diseases
DB00734,Catatonia
DB00734,Catatonic_reaction
DB00734,Cellulitis
DB00734,Cerebrovascular_accident
DB00734,Cerebrovascular_disorders
DB00734,Cervical_lymphadenopathy
DB00734,Chest_discomfort
DB00734,Chest_pain
DB00734,Chills
DB00734,Choking
DB00734,Cholecystitis
DB00734,Cholelithiasis
DB00734,Cholestatic_hepatitis
DB00734,Choreoathetosis
DB00734,Circumoral_oedema
DB00734,Colitis
DB00734,Comatose
DB00734,Common_wart
DB00734,Communicable_diseases
DB00734,Confusion
DB00734,Congenital_long_qt_syndrome
DB00734,Congestion_of_nasal_sinus
DB00734,Conjunctivitis
DB00734,Connective_tissue_diseases
DB00734,Constipation
DB00734,Corrected_prolonged_qt_interval_by_ecg_finding
DB00734,Coughing
DB00734,Cramps_of_lower_extremities
DB00734,Creatine_phosphokinase_increased
DB00734,Cystitis
DB00734,Decrease_in_appetite
DB00734,Decreased_libido
DB00734,Decreased_platelet_count
DB00734,Decreased_platelet_production_%28finding%29
DB00734,Deep_vein_thrombosis
DB00734,Degenerative_polyarthritis
DB00734,Deglutition_disorders
DB00734,Dehydration
DB00734,Delirium
DB00734,Delusions
DB00734,Dementia
DB00734,Depersonalization
DB00734,Depressed_level_of_consciousness
DB00734,Dermatitis
DB00734,Dermatitis%2C_phototoxic
DB00734,Dermatologic_disorders
DB00734,Diabetes_mellitus
DB00734,Diabetes_mellitus_exacerbated
DB00734,Diabetic_ketoacidosis
DB00734,Diarrhea
DB00734,Diminished_sweating
DB00734,Diplopia
DB00734,Disorder_of_accommodation
DB00734,Disorder_of_eye
DB00734,Disturbance_in_sexual_arousal
DB00734,Disturbance_in_thinking
DB00734,Disturbance_of_attention
DB00734,Diverticulitis
DB00734,Dizziness
DB00734,Drooling
DB00734,Dry_skin
DB00734,Dysarthria
DB00734,Dysgeusia
DB00734,Dyskinetic_syndrome
DB00734,Dysmenorrhea
DB00734,Dyspepsia
DB00734,Dyspnea
DB00734,Dysuria
DB00734,Ear_diseases
DB00734,Earache
DB00734,Eczema
DB00734,Edema
DB00734,Edema_of_eyelid
DB00734,Edema_of_mouth
DB00734,Edema_of_the_tongue
DB00734,Electrocardiogram_qt_interval_abnormal
DB00734,Elevated_liver_enzymes
DB00734,Elevated_liver_enzymes_level
DB00734,Endocrine_system_diseases
DB00734,Enlargement_abdomen
DB00734,Enuresis
DB00734,Epistaxis
DB00734,Equilibration_disorder
DB00734,Erectile_dysfunction
DB00734,Eructation
DB00734,Erythema
DB00734,Erythema_multiforme
DB00734,Esophagitis
DB00734,Euphoric_mood
DB00734,Exanthema
DB00734,Extrapyramidal_disorders
DB00734,Extrapyramidal_sign
DB00734,Eye_pain
DB00734,Facial_edema
DB00734,Faeces_discoloured
DB00734,Fatigue
DB00734,Fatty_liver
DB00734,Fecal_incontinence
DB00734,Feeling_abnormal
DB00734,Fever
DB00734,Flat_affect
DB00734,Flatulence
DB00734,Floppy_iris_syndrome
DB00734,Flushing
DB00734,Foramen_ovale%2C_patent
DB00734,Functional_gastrointestinal_disorders
DB00734,Furuncle
DB00734,Furunculosis
DB00734,Gait_abnormality
DB00734,Galactorrhea_not_associated_with_childbirth
DB00734,Gamma-glutamyltransferase_increased
DB00734,Gastric_ulcer
DB00734,Gastritis
DB00734,Gastroenteritis
DB00734,Gastroesophageal_reflux_disease
DB00734,Gastrointestinal_diseases
DB00734,Gastrointestinal_hemorrhage
DB00734,Gastrointestinal_pain
DB00734,Gingivitis
DB00734,Gynecomastia
DB00734,Headache
DB00734,Hematemesis
DB00734,Hematological_disease
DB00734,Hematoma
DB00734,Hematuria
DB00734,Hemoglobin_measurement
DB00734,Hemoptysis
DB00734,Hemorrhage
DB00734,Hemorrhoids
DB00734,Hepatitis
DB00734,Hepatobiliary_disease
DB00734,Hepatomegaly
DB00734,Hereditary_angioedema
DB00734,Hyperactive_behavior
DB00734,Hyperbilirubinemia
DB00734,Hyperglycemia
DB00734,Hyperhidrosis_disorder
DB00734,Hyperkeratosis
DB00734,Hyperphosphatemia_%28disorder%29
DB00734,Hyperreflexia
DB00734,Hypersensitivity
DB00734,Hypersomnia
DB00734,Hypertensive_disease
DB00734,Hypertrichosis
DB00734,Hypertriglyceridemia
DB00734,Hyperuricemia
DB00734,Hyperventilation
DB00734,Hypesthesia
DB00734,Hypochromic_anemia
DB00734,Hypoglycemia
DB00734,Hypohidrosis
DB00734,Hypokalemia
DB00734,Hypokinesia
DB00734,Hyponatremia
DB00734,Hypoproteinemia
DB00734,Hypotension
DB00734,Hypotension%2C_orthostatic
DB00734,Hypothermia%2C_natural
DB00734,Hypothermia_due_to_exposure
DB00734,Icterus
DB00734,Ileus
DB00734,Ill-defined_disease
DB00734,Immune_system_diseases
DB00734,Inappropriate_adh_syndrome
DB00734,Increased_appetite_%28finding%29
DB00734,Increased_frequency_of_micturition
DB00734,Increased_libido
DB00734,Increased_sweating
DB00734,Infective_vaginitis
DB00734,Infestation
DB00734,Influenza
DB00734,Influenza-like_illness
DB00734,Influenza-like_symptoms
DB00734,Injection_site_abscess
DB00734,Injection_site_cellulitis
DB00734,Injection_site_cyst
DB00734,Injection_site_haematoma
DB00734,Injection_site_necrosis
DB00734,Injection_site_pain
DB00734,Injection_site_reaction
DB00734,Injection_site_ulcer
DB00734,Injury_of_liver
DB00734,Intermittent_claudication
DB00734,Intestinal_obstruction
DB00734,Inverted_t_wave
DB00734,Involuntary_muscle_contraction
DB00734,Irritable_bowel_syndrome
DB00734,Joint_stiffness
DB00734,Joint_swelling
DB00734,Kidney_failure
DB00734,Labile_affect
DB00734,Lacrimal_apparatus_diseases
DB00734,Lacrimation_abnormal_nos
DB00734,Laryngeal_edema
DB00734,Laryngotracheal_oedema
DB00734,Larynx_pain
DB00734,Lethargy
DB00734,Leukocytosis
DB00734,Leukopenia
DB00734,Leukorrhea
DB00734,Lichenoid_actinic_keratosis
DB00734,Lichenoid_eruptions
DB00734,Liver_damage
DB00734,Liver_failure
DB00734,Long_qt_syndrome
DB00734,Lymphadenopathy
DB00734,Lymphopenia
DB00734,Major_depressive_disorder
DB00734,Malaise
DB00734,Malnutrition
DB00734,Manic
DB00734,Manic_psychosis
DB00734,Mastitis
DB00734,Mastodynia
DB00734,Mediastinal_diseases
DB00734,Melena
DB00734,Menorrhagia
DB00734,Menstruation_disturbances
DB00734,Mental_disorders
DB00734,Mental_handicap
DB00734,Metrorrhagia
DB00734,Middle_insomnia
DB00734,Migraine_disorders
DB00734,Mood_swings
DB00734,Muscle_hypertonia
DB00734,Muscle_hypotonia
DB00734,Muscle_relaxant_therapy
DB00734,Muscle_rigidity
DB00734,Muscle_twitch
DB00734,Muscle_weakness
DB00734,Musculoskeletal_discomfort
DB00734,Myalgia
DB00734,Myocardial_infarction
DB00734,Myocarditis
DB00734,Nasal_congestion_%28finding%29
DB00734,Nasopharyngitis
DB00734,Nausea
DB00734,Neck_pain
DB00734,Necrosis
DB00734,Neonatal_abstinence_syndrome
DB00734,Nervous_system_disorder
DB00734,Nervousness
DB00734,Neuroleptic_malignant_syndrome
DB00734,Neutropenia
DB00734,Nightmares
DB00734,Nodule
DB00734,Non-infectious_cystitis
DB00734,Normocytic_anemia
DB00734,Normocytic_normochromic_anemia
DB00734,Oculo-respiratory_syndrome
DB00734,Oculogyric_crisis
DB00734,Oculorespiratory_syndrome
DB00734,Operative_surgical_procedures
DB00734,Oral_ulcer
DB00734,Pain
DB00734,Pain_in_limb
DB00734,Pain_in_lower_limb
DB00734,Pallor
DB00734,Palpitations
DB00734,Pancreatitis
DB00734,Paralysis_of_tongue
DB00734,Paranoia
DB00734,Paranoid_reaction
DB00734,Parasite_infestation
DB00734,Paresthesia
DB00734,Parkinson%27s_disease_aggravated
DB00734,Parkinson_disease
DB00734,Parkinsonian_disorders
DB00734,Peeling_of_skin
DB00734,Perineal_pain
DB00734,Periorbital_edema
DB00734,Peripheral_edema
DB00734,Peripheral_neuropathy
DB00734,Pharyngitis
DB00734,Pharyngolaryngeal_pain
DB00734,Phlebitis
DB00734,Photophobia
DB00734,Photopsia
DB00734,Photosensitivity_of_skin
DB00734,Pitting_edema
DB00734,Pituitary_adenoma
DB00734,Plateletcrit_decreased
DB00734,Pneumonia
DB00734,Poisoning_by_parasympathomimetic_drug
DB00734,Polydipsia
DB00734,Polyuria
DB00734,Postural_dizziness
DB00734,Precocious_puberty
DB00734,Pregnancy
DB00734,Premature_ventricular_contractions
DB00734,Priapism
DB00734,Prolonged_qt_interval
DB00734,Pruritus
DB00734,Pruritus_of_genital_organs
DB00734,Psoriasis
DB00734,Psoriasis_flare-up
DB00734,Psychotic_disorders
DB00734,Pulmonary_congestion
DB00734,Pulmonary_edema
DB00734,Pulmonary_embolism
DB00734,Purpura
DB00734,Purpura%2C_thrombotic_thrombocytopenic
DB00734,Rash_erythematous
DB00734,Rectal_hemorrhage
DB00734,Reduced_visual_acuity
DB00734,Renal_insufficiency
DB00734,Renal_pain
DB00734,Respiratory_tract_congestion
DB00734,Respiratory_tract_infections
DB00734,Retinal_artery_occlusion
DB00734,Rhinitis
DB00734,Rhinorrhea
DB00734,Right_bundle_branch_block
DB00734,Rigor_-_temperature-associated_observation
DB00734,Sarcoidosis
DB00734,Seborrheic_dermatitis
DB00734,Seborrheic_dermatitis_of_scalp
DB00734,Secretion_of_saliva
DB00734,Seizures
DB00734,Sensory_discomfort
